connector_id	component_id	search_radius	candidate_rank	direction	from_id	to_id	from_x	from_y	from_z	to_x	to_y	to_z	from_instance	to_instance	validation_status	path_length	path_segments	source_refs
bridge.e20e86654d973bcda44b200e	component.6c8644500a9312467848babc	32768	6	R	elven.farming.oren04-2019-10s	population.ingress.elf.05	16057	52260	-3544	46048	41141	-3504	0	0	NO_PATH	0	0	data/spawns/ElvenTerritory/ElvenStarting.xml|data/stats/players/templates/StartingClass/ElvenFighter.xml|data/stats/players/templates/StartingClass/ElvenMystic.xml
bridge.e2150035103a8d67c9479549	component.87a65b1ce32b28202691c2c8	32768	5	F	population.ingress.orc.01	generated.farm.ac1e437a00c50adb5285e40a.anchor	-56733	-113459	-672	-44720	-86972	-8320	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml|data/spawns/Others/KrateisCube.xml
bridge.e21a360e772d0fed91cde930	component.de636b0f82c1f5ec50237e13	32768	8	F	generated.farm.ea72d768f3c8ec3d79c1a530.anchor	generated.farm.a39f58864657ce5b49b26ee3.anchor	116056	-175091	-1016	116564	-195406	-3480	0	0	NO_PATH	0	0	data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml
bridge.e281ac97b353b3ab9785b1d7	component.e04c7af9711cc5dd2a0ac987	16384	4	R	generated.farm.c566a65e22d07a92230b56a2.anchor	population.ingress.human-mystic.01	-95163	237296	-3408	-90875	248162	-3568	0	0	NO_PATH	0	0	data/spawns/TalkingIsland/TalkingIslandMonsters.xml|data/stats/players/templates/StartingClass/HumanMystic.xml
bridge.e2a9a2b54a3ed5816df44031	component.18bacfc235ddd517347d8830	32768	11	F	population.ingress.dwarf.02	generated.farm.6cc54f41492a8ebff56a5815.anchor	108678	-174002	-408	119130	-144099	-3016	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/DwarvenFighter.xml|data/spawns/Others/PlunderousPlains.xml
bridge.e30195db5945aca0df170f0e	component.73f096cfc3045644558d7b95	16384	2	R	generated.farm.32584ca994d21c1731c3d66e.anchor	population.farming.orc.20535	-39537	-105269	-2704	-49106	-115854	-160	0	0	NO_PATH	0	0	data/spawns/OrcTerritory/OrcStarting.xml|data/spawns/OrcTerritory/OrcStarting.xml
bridge.e31a4771b97133af99b00a03	component.87a65b1ce32b28202691c2c8	32768	11	R	generated.farm.ac1e437a00c50adb5285e40a.anchor	population.ingress.orc.05	-44720	-86972	-8320	-56743	-113757	-672	0	0	NO_PATH	0	0	data/spawns/Others/KrateisCube.xml|data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml
bridge.e3532a4511a8aee06a6a276d	component.7e882b0664c31928ac9f5caa	32768	2	R	generated.farm.12923521d58d7301f63fd56a.anchor	generated.farm.ed8992f2edcbacf7c4f24608.anchor	117133	-149832	-2352	117968	-173208	-432	0	0	NO_PATH	0	0	data/spawns/Others/PlunderousPlains.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml
bridge.e381d96a72acfbdf6c87e363	component.b8a1ba9dfc02a229569e9998	32768	7	F	generated.farm.36714f071123eedc9cac6c05.anchor	generated.farm.c246ebe1e9f6c73e829b2d38.anchor	28436	11041	-4232	22054	-11514	-2720	0	0	NO_PATH	0	0	data/spawns/Others/Gremlins.xml|data/spawns/Rune/PrimevalIsle.xml
bridge.e38ae5d52fce542aae545481	component.79ad21df45b89fa5bb86a4fd	32768	11	F	population.farming.elf.20534	generated.farm.aa1716be4a17c0aa980acc7b.anchor	44126	42751	-3488	54583	71099	-3440	0	0	NO_PATH	0	0	data/spawns/ElvenTerritory/ElvenStarting.xml|data/spawns/ElvenTerritory/ElvenStarting.xml
bridge.e38bcf7f4caf0827685ca0a1	component.d2768e1382c5c1b8ae3c6408	32768	8	F	population.route.dwarf.a1	generated.farm.c559aedb44e0cf87e1fb32c9.anchor	110436	-173947	-528	108605	-150431	-2328	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/DwarvenFighter.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/spawns/Others/PlunderousPlains.xml
bridge.e3ced60147a499a77333921b	component.7b0a8695c70b29d38ea2d7b7	32768	5	F	population.ingress.orc.01	generated.farm.bf71e830d9839ea5032228a3.anchor	-56733	-113459	-672	-48725	-86968	-8320	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml|data/spawns/Others/KrateisCube.xml
bridge.e3d94008bf84d6792a656f78	component.475c48156e62e7e47cb30765	32768	2	F	population.route.orc.a2	generated.farm.bd35d5fb02b6c1c76b448822.anchor	-52637	-113715	-80	-48720	-82958	-8320	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml|data/spawns/OrcTerritory/OrcStarting.xml|data/spawns/Others/KrateisCube.xml
bridge.e3f022d471da38545781c3aa	component.43988bed6a656186e489a9b7	32768	3	R	generated.farm.88cab6697f22f34bf81c16f7.anchor	population.ingress.elf.03	53010	23851	-5384	46182	41198	-3504	0	0	NO_PATH	0	0	data/spawns/Oren/SeaOfSpores.xml|data/stats/players/templates/StartingClass/ElvenFighter.xml|data/stats/players/templates/StartingClass/ElvenMystic.xml
bridge.e3fd361935db0a70f86af5b6	component.8958c8d9edf88034579b430b	32768	9	F	population.ingress.dark-elf.06	generated.farm.74d4cc08c4a95e70092d77ee.anchor	28395	11127	-4232	24538	-17756	-2752	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/DarkFighter.xml|data/stats/players/templates/StartingClass/DarkMystic.xml|data/spawns/Rune/PrimevalIsle.xml
bridge.e409d8bc9c1c72638f3209e2	component.df33433dc147309d6dc09abc	32768	4	F	population.ingress.orc.02	generated.farm.9bd77ed2d0a9c062814dc873.anchor	-56686	-113470	-672	-46721	-82961	-8320	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml|data/spawns/Others/KrateisCube.xml
bridge.e41e4f030a874e2fee7be5f7	component.0075e5d7b40ef037d898ed1f	32768	4	R	generated.farm.0ea9abb137efe17aa6607d08.anchor	population.farming.orc.20535	-19004	-108238	-2096	-49106	-115854	-160	0	0	NO_PATH	0	0	data/spawns/OrcTerritory/OrcStarting.xml|data/spawns/OrcTerritory/OrcStarting.xml
bridge.e45fa9ba05cdb60323d15f69	component.b8a1ba9dfc02a229569e9998	32768	10	F	population.farming.dark-elf.20529	generated.farm.c246ebe1e9f6c73e829b2d38.anchor	25308	13254	-3648	22054	-11514	-2720	0	0	NO_PATH	0	0	data/spawns/DarkElfTerritory/DarkElfStarting.xml|data/spawns/Rune/PrimevalIsle.xml
bridge.e4679f16d567625ca7fc873b	component.6bccc4ec500087b1b97f6735	32768	3	F	generated.farm.c4067c834f12b99e976909a2.anchor	elven.farming.oren04-2019-15s	26607	63533	-3552	7256	52568	-3576	0	0	NO_PATH	0	0	data/spawns/ElvenTerritory/ElvenStarting.xml|data/spawns/ElvenTerritory/ElvenStarting.xml
bridge.e4699bdcc90ad8c921513d41	component.5170fd1c3e2b6fe2f9af1ad8	8192	1	F	population.ingress.human-mystic.02	generated.farm.54772e1b8c2e8c258ff204b4.anchor	-90954	248118	-3568	-94346	250566	-3552	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/HumanMystic.xml|data/spawns/TalkingIsland/TalkingIslandMonsters.xml
bridge.e47ef9f5b02263b72bbbb44a	component.6b63e9a22c52715dd6894332	8192	7	F	population.ingress.elf.03	generated.farm.68243117d5885fe09a0b57bc.anchor	46182	41198	-3504	43767	37445	-3512	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/ElvenFighter.xml|data/stats/players/templates/StartingClass/ElvenMystic.xml|data/spawns/ElvenTerritory/ElvenStarting.xml
bridge.e4bfaf494eb82db8e6ae36c6	component.2c4a1d8ed5506d43bb6025d3	32768	2	F	generated.farm.77743197e238ebb0e1e3eac2.anchor	generated.farm.f3fef88cab3be544b94bb305.anchor	175207	-189475	-2304	165484	-207409	-3496	0	0	NO_PATH	0	0	data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml
bridge.e4e5984b67b97e76aab11530	component.6b6dbba2f1367f01991dfe32	32768	7	R	generated.farm.59f334c6c58a366ac0ebe3c9.anchor	population.ingress.orc.03	-50720	-82961	-8320	-56728	-113610	-672	0	0	NO_PATH	0	0	data/spawns/Others/KrateisCube.xml|data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml
bridge.e4e726fee5ec740e3a9e9b4c	component.8958c8d9edf88034579b430b	32768	2	R	generated.farm.74d4cc08c4a95e70092d77ee.anchor	population.ingress.dark-elf.03	24538	-17756	-2752	28377	10916	-4232	0	0	NO_PATH	0	0	data/spawns/Rune/PrimevalIsle.xml|data/stats/players/templates/StartingClass/DarkFighter.xml|data/stats/players/templates/StartingClass/DarkMystic.xml
bridge.e4f5b9fb22a36e5999074039	component.214784823dfee247eabd4cc1	16384	2	F	population.route.orc.a4	generated.farm.08bede9fa450ab087be0458b.anchor	-50077	-115763	-160	-40560	-117892	-1920	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml|data/spawns/OrcTerritory/OrcStarting.xml|data/spawns/OrcTerritory/OrcStarting.xml
bridge.e53e4b1846185ea7779e67bf	component.58fa7816fe6f000be807e01c	8192	9	F	generated.farm.36714f071123eedc9cac6c05.anchor	generated.farm.f66a8a0231b2d83dac29cc4d.anchor	28436	11041	-4232	24496	9206	-3584	0	0	NO_PATH	0	0	data/spawns/Others/Gremlins.xml|data/spawns/DarkElfTerritory/DarkElfStarting.xml
bridge.e58b777cc9b66128f0926540	component.4562799c5dc584243d56e35b	32768	10	R	generated.farm.bff7beafbd229e70fb09ec46.anchor	population.route.orc.a4	-52728	-86971	-8320	-50077	-115763	-160	0	0	NO_PATH	0	0	data/spawns/Others/KrateisCube.xml|data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml|data/spawns/OrcTerritory/OrcStarting.xml
bridge.e5963e34650e1c02b535c3d5	component.18bacfc235ddd517347d8830	32768	6	R	generated.farm.6cc54f41492a8ebff56a5815.anchor	population.route.dwarf.w2	119130	-144099	-3016	110440	-173944	-528	0	0	NO_PATH	0	0	data/spawns/Others/PlunderousPlains.xml|data/stats/players/templates/StartingClass/DwarvenFighter.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml
bridge.e5b3f69f3da2afb295b3e698	component.df33433dc147309d6dc09abc	32768	1	F	population.route.orc.a3	generated.farm.9bd77ed2d0a9c062814dc873.anchor	-50845	-113715	-168	-46721	-82961	-8320	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml|data/spawns/OrcTerritory/OrcStarting.xml|data/spawns/Others/KrateisCube.xml
bridge.e5d8f52bdddbfea4f1c1dc97	component.5170fd1c3e2b6fe2f9af1ad8	8192	7	R	generated.farm.54772e1b8c2e8c258ff204b4.anchor	population.route.human-mystic.b2	-94346	250566	-3552	-89240	249912	-3568	0	0	NO_PATH	0	0	data/spawns/TalkingIsland/TalkingIslandMonsters.xml|data/stats/players/templates/StartingClass/HumanMystic.xml|data/spawns/TalkingIsland/TalkingIslandMonsters.xml
bridge.e6503bdd73ad59dde1970656	component.79ad21df45b89fa5bb86a4fd	32768	10	R	generated.farm.5dc8ced237dc324aa37b6530.anchor	population.ingress.elf.05	51605	70249	-3408	46048	41141	-3504	0	0	NO_PATH	0	0	data/spawns/ElvenTerritory/ElvenStarting.xml|data/stats/players/templates/StartingClass/ElvenFighter.xml|data/stats/players/templates/StartingClass/ElvenMystic.xml
bridge.e652f1771a1a0894d9ce1f11	component.2a49f4f35c9ebde77d8043ac	16384	2	F	generated.farm.768fa444a79123489bd7aa1d.anchor	generated.farm.5b2f7b39b431b1d31c0f938a.anchor	137660	-202383	-3664	146706	-212410	-3592	0	0	VALID_DIRECT	13505	1	data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml
bridge.e654a51b39b5fa6dd730601a	component.a897c66aac15ed82ae4b47cc	16384	4	F	generated.farm.088e8bc59766f22991a08e5d.anchor	generated.farm.5eb90806db1167da3a0881d8.anchor	130094	-209377	-3552	126625	-194289	-3288	0	0	NO_PATH	0	0	data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml
bridge.e65d19f075a374755067ef8a	component.6e7449d40cf7c2785c9bf89b	8192	4	R	generated.farm.bfb0335de417bc81a7e9b231.anchor	population.ingress.human-mystic.02	-88052	241579	-3600	-90954	248118	-3568	0	0	NO_PATH	0	0	data/spawns/TalkingIsland/TalkingIslandMonsters.xml|data/stats/players/templates/StartingClass/HumanMystic.xml
bridge.e68109c3c1ee21476da50628	component.17d39984ff40b347b4bbe819	8192	4	R	generated.farm.93232e0ce773f62089fe1979.anchor	generated.farm.ccd05d96d24167ee9a70c395.anchor	169568	-193754	-3200	173397	-189657	-2016	0	0	NO_PATH	0	0	data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml
bridge.e6b67674adc358c64081cf16	component.73f096cfc3045644558d7b95	16384	6	F	population.route.orc.a2	generated.farm.32584ca994d21c1731c3d66e.anchor	-52637	-113715	-80	-39537	-105269	-2704	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml|data/spawns/OrcTerritory/OrcStarting.xml|data/spawns/OrcTerritory/OrcStarting.xml
bridge.e6f65762c754e2944b361ab4	component.c8a8b60142ed368a7d7be480	32768	7	R	generated.farm.c2052fbe0b07e84a519406a1.anchor	population.ingress.dark-elf.01	23826	-18715	-2768	28295	11063	-4232	0	0	NO_PATH	0	0	data/spawns/Rune/PrimevalIsle.xml|data/stats/players/templates/StartingClass/DarkFighter.xml|data/stats/players/templates/StartingClass/DarkMystic.xml
bridge.e71f12527d4e3f4cfb79fce8	component.c8a8b60142ed368a7d7be480	32768	15	F	population.ingress.dark-elf.01	generated.farm.64e1872735f98ad838918703.anchor	28295	11063	-4232	23186	-20161	-2704	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/DarkFighter.xml|data/stats/players/templates/StartingClass/DarkMystic.xml|data/spawns/Rune/PrimevalIsle.xml
bridge.e74614b78b90c12772c2df55	component.635e8cdeb1b598aac805b64c	32768	5	R	talking-island.farming.gludio31-1624-11s	population.route.human-mystic.b1	-103448	227187	-3672	-90072	248328	-3568	0	0	NO_PATH	0	0	data/spawns/TalkingIsland/TalkingIslandMonsters.xml|data/stats/players/templates/StartingClass/HumanMystic.xml|data/spawns/TalkingIsland/TalkingIslandMonsters.xml
bridge.e76015ccc83c98ba7fcd886f	component.d2768e1382c5c1b8ae3c6408	32768	1	F	population.route.dwarf.a2	generated.farm.c559aedb44e0cf87e1fb32c9.anchor	110948	-173435	-584	108605	-150431	-2328	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/DwarvenFighter.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/spawns/Others/PlunderousPlains.xml
bridge.e773b9a91b9287ee9f42fdd8	component.fa8902bdab910bb205f46118	16384	6	F	generated.farm.ed8992f2edcbacf7c4f24608.anchor	generated.farm.e906a4f684b66f9c100d44e1.anchor	117968	-173208	-432	114049	-161398	-1480	0	0	NO_PATH	0	0	data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/spawns/Others/PlunderousPlains.xml
bridge.e7745c3ed25fe08bdcc2a4f3	component.b8a1ba9dfc02a229569e9998	32768	6	F	population.ingress.dark-elf.01	generated.farm.c246ebe1e9f6c73e829b2d38.anchor	28295	11063	-4232	22054	-11514	-2720	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/DarkFighter.xml|data/stats/players/templates/StartingClass/DarkMystic.xml|data/spawns/Rune/PrimevalIsle.xml
bridge.e781409a2f7d7190e261b49a	component.e155a1307403cc14572bd687	32768	10	F	population.route.dwarf.a2	generated.farm.420ed35f1a9a3f532e2d6045.anchor	110948	-173435	-584	101973	-149349	-3128	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/DwarvenFighter.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/spawns/Others/PlunderousPlains.xml
bridge.e781eb8b6c6610583b1bb79c	component.7ac05038c3bef737cc075e57	32768	3	R	generated.farm.330acc137cea04a4d9497082.anchor	generated.farm.a0a916d344116254f0d4e3f5.anchor	4513	74434	-3688	31295	61887	-3544	0	0	NO_PATH	0	0	data/spawns/ElvenTerritory/ElvenStarting.xml|data/spawns/ElvenTerritory/ElvenStarting.xml
bridge.e7afcc93115f91e4dea6060d	component.54cd7d198274de64199ae37f	8192	10	R	generated.farm.9caf3d9715b6ff604306dc10.anchor	population.route.human-fighter.c3	-71338	258393	-3072	-71080	254984	-3232	0	0	PATH_SEGMENT_BLOCKED	0	0	data/spawns/Others/Gremlins.xml|data/stats/players/templates/StartingClass/HumanFighter.xml|data/spawns/Others/17_25.xml
bridge.e7bdee971496be7aeb0675d4	component.a15eac19b29dbd838fc4cf11	32768	11	F	population.route.dwarf.a1	generated.farm.a4122c4a8bed91d0e6a70bc3.anchor	110436	-173947	-528	107302	-145184	-3656	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/DwarvenFighter.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/spawns/Others/PlunderousPlains.xml
bridge.e7ce9cf2400e275485f5af4c	component.8958c8d9edf88034579b430b	32768	4	R	generated.farm.74d4cc08c4a95e70092d77ee.anchor	population.ingress.dark-elf.04	24538	-17756	-2752	28456	10997	-4232	0	0	NO_PATH	0	0	data/spawns/Rune/PrimevalIsle.xml|data/stats/players/templates/StartingClass/DarkFighter.xml|data/stats/players/templates/StartingClass/DarkMystic.xml
bridge.e7e4465b70151731245bf4c4	component.ba083b6371fa0acdb077e91c	8192	4	F	population.ingress.orc.03	generated.farm.eda8543a4ab4d30e028f9b97.anchor	-56728	-113610	-672	-56273	-113606	-672	0	0	VALID_DIRECT	456	1	data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml|data/spawns/Others/Gremlins.xml
bridge.e7e65ccec0214e994847d9cf	component.fa8902bdab910bb205f46118	16384	1	F	generated.farm.ed8992f2edcbacf7c4f24608.anchor	generated.farm.e20a44e2413cc5ec51f0b15c.anchor	117968	-173208	-432	119549	-161828	-1296	0	0	NO_PATH	0	0	data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/spawns/Others/PlunderousPlains.xml
bridge.e8164dd20dd42569a46d1fdf	component.6bccc4ec500087b1b97f6735	32768	4	F	generated.farm.c4067c834f12b99e976909a2.anchor	generated.farm.344ed4b05ef5a295354d408a.anchor	26607	63533	-3552	3894	55964	-3528	0	0	NO_PATH	0	0	data/spawns/ElvenTerritory/ElvenStarting.xml|data/spawns/ElvenTerritory/ElvenStarting.xml
bridge.e818bcd11a785538a39d65b0	component.54cd7d198274de64199ae37f	8192	8	R	generated.farm.9caf3d9715b6ff604306dc10.anchor	population.route.human-fighter.c1	-71338	258393	-3072	-72280	256680	-3120	0	0	PATH_SEGMENT_BLOCKED	0	0	data/spawns/Others/Gremlins.xml|data/stats/players/templates/StartingClass/HumanFighter.xml|data/spawns/Others/17_25.xml
bridge.e82ab6005aaa86062623f101	component.d1bd433314f456b9fe85fbdf	32768	1	R	generated.farm.0d7c07144eea5c608cf6c8cf.anchor	population.farming.orc.20535	-25035	-119836	-1968	-49106	-115854	-160	0	0	NO_PATH	0	0	data/spawns/OrcTerritory/OrcStarting.xml|data/spawns/OrcTerritory/OrcStarting.xml
bridge.e82f4e07044097ce0e3109a9	component.16897e3b9846dd267a30bfc1	32768	5	F	population.ingress.dark-elf.03	generated.farm.a5c0bfc2913c1277af9aa4f4.anchor	28377	10916	-4232	21571	-14364	-3104	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/DarkFighter.xml|data/stats/players/templates/StartingClass/DarkMystic.xml|data/spawns/Rune/PrimevalIsle.xml
bridge.e8373ce667c282c153834628	component.6cb9bd2a57139e6f69dd23f1	32768	5	R	generated.farm.b4beace3b35fcf43f7ac6d15.anchor	population.ingress.orc.01	-46718	-86971	-8320	-56733	-113459	-672	0	0	NO_PATH	0	0	data/spawns/Others/KrateisCube.xml|data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml
bridge.e83cd8ce50acd9126ed15729	component.c005299f6bcae5c6d8af8bb7	32768	4	R	generated.farm.7a05c033eabc7172e800caf4.anchor	population.ingress.dark-elf.02	14176	-18036	-3120	28302	11008	-4232	0	0	NO_PATH	0	0	data/spawns/Rune/PrimevalIsle.xml|data/stats/players/templates/StartingClass/DarkFighter.xml|data/stats/players/templates/StartingClass/DarkMystic.xml
bridge.e8765651df712234f6449115	component.8958c8d9edf88034579b430b	32768	5	F	generated.farm.36714f071123eedc9cac6c05.anchor	generated.farm.74d4cc08c4a95e70092d77ee.anchor	28436	11041	-4232	24538	-17756	-2752	0	0	NO_PATH	0	0	data/spawns/Others/Gremlins.xml|data/spawns/Rune/PrimevalIsle.xml
bridge.e8a2bdc2351c0ac6689f79ac	component.5170fd1c3e2b6fe2f9af1ad8	8192	6	R	generated.farm.54772e1b8c2e8c258ff204b4.anchor	population.route.human-mystic.a1	-94346	250566	-3552	-89304	249848	-3568	0	0	NO_PATH	0	0	data/spawns/TalkingIsland/TalkingIslandMonsters.xml|data/stats/players/templates/StartingClass/HumanMystic.xml|data/spawns/TalkingIsland/TalkingIslandMonsters.xml
bridge.e8a670262bd517c6149b964e	component.676d590e1ef5b84f1370c554	16384	8	R	generated.farm.272004e5a17cd0446730abe2.anchor	generated.farm.088e8bc59766f22991a08e5d.anchor	118008	-201492	-3624	130094	-209377	-3552	0	0	NO_PATH	0	0	data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml
bridge.e8c892aaf1ca05b7621e0ff8	component.16897e3b9846dd267a30bfc1	32768	8	F	population.ingress.dark-elf.04	generated.farm.a5c0bfc2913c1277af9aa4f4.anchor	28456	10997	-4232	21571	-14364	-3104	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/DarkFighter.xml|data/stats/players/templates/StartingClass/DarkMystic.xml|data/spawns/Rune/PrimevalIsle.xml
bridge.e90c1b8ed0d8b6da50dce621	component.093885e4dafbe6ffb61aca3e	16384	15	F	population.ingress.elf.05	generated.farm.df7293a680ae220a1313a900.anchor	46048	41141	-3504	54285	27538	-5280	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/ElvenFighter.xml|data/stats/players/templates/StartingClass/ElvenMystic.xml|data/spawns/Oren/SeaOfSpores.xml
bridge.e90cfb662e495394db4f4752	component.d2768e1382c5c1b8ae3c6408	32768	15	F	population.route.dwarf.a4	generated.farm.c559aedb44e0cf87e1fb32c9.anchor	113508	-174203	-608	108605	-150431	-2328	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/DwarvenFighter.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/spawns/Others/PlunderousPlains.xml
bridge.e90f4c0f204d818a28087176	component.e155a1307403cc14572bd687	32768	15	R	generated.farm.420ed35f1a9a3f532e2d6045.anchor	population.route.dwarf.a4	101973	-149349	-3128	113508	-174203	-608	0	0	NO_PATH	0	0	data/spawns/Others/PlunderousPlains.xml|data/stats/players/templates/StartingClass/DwarvenFighter.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml
bridge.e912caa0da98b251ad7e821f	component.6ed5189c1ad34dcd97c5af56	32768	6	F	population.ingress.orc.04	generated.farm.728f34d7752261776a8e5fb7.anchor	-56693	-113610	-672	-50719	-84960	-8320	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml|data/spawns/Others/KrateisCube.xml
bridge.e91ded37140543da39c39145	component.7e882b0664c31928ac9f5caa	32768	4	F	population.route.dwarf.a2	generated.farm.12923521d58d7301f63fd56a.anchor	110948	-173435	-584	117133	-149832	-2352	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/DwarvenFighter.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/spawns/Others/PlunderousPlains.xml
bridge.e94c659ba091c0de28f94fd1	component.fa8902bdab910bb205f46118	16384	12	R	generated.farm.e906a4f684b66f9c100d44e1.anchor	population.route.dwarf.w1	114049	-161398	-1480	108728	-173944	-408	0	0	NO_PATH	0	0	data/spawns/Others/PlunderousPlains.xml|data/stats/players/templates/StartingClass/DwarvenFighter.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml
bridge.e95b9e5253a0eac46ae3f978	component.a15eac19b29dbd838fc4cf11	32768	6	F	population.ingress.dwarf.02	generated.farm.a4122c4a8bed91d0e6a70bc3.anchor	108678	-174002	-408	107302	-145184	-3656	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/DwarvenFighter.xml|data/spawns/Others/PlunderousPlains.xml
bridge.e981d9625355a99307b113ef	component.6ed5189c1ad34dcd97c5af56	32768	11	R	generated.farm.728f34d7752261776a8e5fb7.anchor	population.farming.orc.20535	-50719	-84960	-8320	-49106	-115854	-160	0	0	NO_PATH	0	0	data/spawns/Others/KrateisCube.xml|data/spawns/OrcTerritory/OrcStarting.xml
bridge.e9b7db2f20a2fe0a42b4c0da	component.cdd71132d5f4e86baaa4d99d	8192	4	R	generated.farm.5a6b2e1025252314c1f156d2.anchor	population.ingress.human-mystic.01	-93369	245699	-3608	-90875	248162	-3568	0	0	NO_PATH	0	0	data/spawns/TalkingIsland/TalkingIslandMonsters.xml|data/stats/players/templates/StartingClass/HumanMystic.xml
bridge.e9e0e156dc3d7bdb02aa6671	component.d2768e1382c5c1b8ae3c6408	32768	14	F	population.route.dwarf.i06-w0	generated.farm.c559aedb44e0cf87e1fb32c9.anchor	108616	-174152	-408	108605	-150431	-2328	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/DwarvenFighter.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/spawns/Others/PlunderousPlains.xml
bridge.ea19f88ae1dab0c4cb821300	component.34034eda8581571932b22786	8192	8	R	generated.farm.e72c2c1fdf7715981415fcdb.anchor	population.ingress.orc.04	-49543	-110784	-240	-56693	-113610	-672	0	0	NO_PATH	0	0	data/spawns/OrcTerritory/OrcStarting.xml|data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml
bridge.ea313901a72cd3873a389a77	component.ac8aaf293b35ddbae57a8843	8192	12	F	population.ingress.elf.04	generated.farm.1a1d5ca5583b453d5a406cfa.anchor	46115	41141	-3504	39605	36319	-3600	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/ElvenFighter.xml|data/stats/players/templates/StartingClass/ElvenMystic.xml|data/spawns/ElvenTerritory/ElvenStarting.xml
bridge.ea3347d79cd5797accf46088	component.21c159db00da4bc03daf51c5	32768	1	F	population.farming.elf.20534	generated.farm.a0a916d344116254f0d4e3f5.anchor	44126	42751	-3488	31295	61887	-3544	0	0	VALID_DIRECT	23040	1	data/spawns/ElvenTerritory/ElvenStarting.xml|data/spawns/ElvenTerritory/ElvenStarting.xml
